bmf14;bmf15;bmf21;bmf38;bmf73;bmf75;bmf104;bmf115;bmf169;bmf177;bmf214;bmf215;bmf232;bmf255;bmf283;bmf304;bmf340;bmf343;bmf370;bmf408;bmf410;bmf428;bmf439;bmf440;bmf450;bmf452;bmf454;bmf488;bmf491;bmf514;bmf527;bmf547;bmf559;bmf560;bmf579;bmf582;bmf592;bmf604;bmf606;bmf627;bmf632;bmf639;bmf663;bmf672;bmf685;bmf697;bmf845;bmf847;bmf860;bmf873;bmf925;bmf930;bmf933;bmf940;bmf968;bmf976;bmf983;bmf1010;bmf1013;exp
False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False
False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False
True;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False
True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;True;True;False;False;False;False;True;False;True;False;False;False;False;True;False;True;True;False;False;False;True;False;True;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False
True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;False;False;False;False
True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
True;False;True;False;False;False;False;False;True;False;False;False;False;False;True;False;True;True;False;False;True;False;True;False;False;True;False;True;False;False;False;False;True;False;True;False;True;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False
False;False;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;True;True;True;True;True;False;True;False;True;False;False;True;True;True;False;False;False;False;True;False;True;True;False;False;False
True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False
False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
True;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;True;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False
True;False;False;False;False;False;True;False;True;True;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;True;False;False;True;False;True;False;True;False;True;False;False;False;True;True;False;False;False;True;True;False;True;True;False;False;False;False;True;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False
True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;False
True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
False;False;False;True;False;False;True;True;True;False;True;False;False;False;True;False;True;True;False;True;False;False;False;False;False;False;True;False;False;True;False;True;True;False;False;False;True;False;False;True;False;False;False;True;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False
True;False;True;False;False;False;False;False;True;False;False;False;True;False;True;False;True;True;True;True;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;True;False;False;False;False;False
True;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;True;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;False;True;False;False;False;True;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;True;True;False;False;False;True;False;True;False;False;True;False;True;False;False;False;True;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False
True;False;False;True;True;False;True;True;False;False;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;True;False;False;True;True;True;False;True;True;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False
False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;True;True;False;True;False;False;False;False;False;False;False;True;False;False;False;True;True;False;False;False;True;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;True;True;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False;True;False;True;True;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;True;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;True;False;False;True;False;False;True;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;True;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;True;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;True;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;True;False;False;True;True;True;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;True;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False;False;False;False
True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;True;False
False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;True;False;False;True;False;False;False;True;False;False;False;False;False;False;True;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;True;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;True;False;False;True;True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False
True;True;True;False;False;False;False;False;False;False;False;False;True;False;True;False;True;False;True;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;True;False;False;False
False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;True;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;True;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;True;False;False;True;False;False
True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;False;False;False;False;False;False;False;True;False;False;True;True;False;False;False;False;False;False;True;False;False;False;True;False;True;False;False;False;False;False;True;False;False;False;True;True;False;False;False
True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;True;False;True;False;False;False;True;False;False;False;False;False;False;True;False;True;False;False;False;False;True;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;True;False;False;True;False;False;False;False;False;True;False;True;True;False;True;True;False;False;False;False;True;False;False;True;False;True;False;True;False;True;True;False;False;True;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False
False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;True;True;False;False;False;False;True;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;False;False;True;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False
True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;True;False;False;False;False;False;False;True;False;False;False;False;False;True;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False;False
