bmf37;bmf73;bmf214;bmf304;bmf531;bmf592;bmf639;bmf667;bmf718;bmf933;exp
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;True;False;False;False;False;True;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;True;False;True;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;True;True;False;True;True;True;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;True;True;False;True;True;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False
True;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;True;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;True;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;True;False;False;False;False;False;False
False;False;True;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;True;False;False;True;True;False;False;True;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;True;False;False;False;False;False
False;False;True;False;False;True;True;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;True;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False
False;False;False;False;True;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;True;False;False;False;True;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;True;False;False;False;True;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;True;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;True;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;True;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;True;False;False;True;False;False;False
False;True;True;False;False;True;True;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;True;False;False;False;False
False;False;False;False;True;False;True;False;False;False;False
False;False;False;False;False;False;False;True;True;True;False
False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;True;False;False;False;False;False;False;False
False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;True;False;False;True;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;True;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;True;False;False;False;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;True;True;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;True;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;True;False;False;False;False;False;False;False;False;False
False;True;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;True;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;True;True;False;False;True;True;False;False;True;False
False;False;False;False;False;True;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;True;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
True;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;True;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;True;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;True;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;True;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;True;False;False;False;True;True;False;False;True;False
False;False;False;False;False;False;True;False;False;False;False
False;False;True;True;False;True;True;False;False;True;False
False;False;False;False;False;False;False;False;False;True;False
True;False;False;False;False;False;True;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;True;False;False;False;True;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;True;False;False;False;False;False;False
False;False;False;False;False;False;True;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;True;False
False;False;True;False;False;False;True;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;True;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;True;False;False;False;False;False;True;False
False;False;False;False;False;True;True;False;False;False;False
True;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;True;True;True;False;True;True;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;True;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;True;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;True;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;True;False;False;False;False;False;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;True;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;True;False;False;False
False;True;True;False;True;True;True;False;False;True;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;True;False;False;False;False;False;False;False
False;False;True;False;False;False;False;False;False;True;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;True;False;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;True;False;False;True;True;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;True;True;False;False;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;True;False;False;True;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;True;False;False;False;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;True;True;False;True;True;False
False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;True;False;False;False;True;True;False;False;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;True;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;True;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;True;False;False;False;False;False;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;True;True;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
True;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;True;True;True;False;True;True;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;True;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;True;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;True;False;False;False;False;False;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;True;True;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;True;False;False;False;False;False
False;True;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;True;False;False;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;True;False;False;True;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;True;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;True;True;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;True;False
True;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;True;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;True;True;False;False;False
True;True;True;False;False;True;True;False;True;True;False
False;False;False;False;False;False;True;True;False;False;False
True;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;True;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;True;False
False;False;False;False;False;True;True;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;True;False;False;False;False;False;False;False
True;False;False;False;False;False;True;True;False;False;False
False;False;False;False;False;False;False;False;True;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;True;False;False;True;True;False;False;True;False
False;False;False;True;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;True;False;False;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;True;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;True;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;True;False;False
False;False;False;False;True;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
True;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;True;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;True;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;True;False;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;True;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;True;True;False;False;False;True;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;True;True;False;False;True;True;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;True;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;False;False;False;False;False;False;False;False;False
False;False;True;False;False;False;False;True;False;False;False
